Index,Product ID,Product Title,Raw Description,Brand,Category,Target Language
3345,4Dx4Niuh5h,Pro Webcam Toaster Automatic,"Pro Webcam Toaster Automatic by Ortega, Young and Tyler is a lightweight; compact; eco-friendly product for customers shopping in Beauty & Personal Care.","Graham, Velasquez and Morris",Beauty & Personal Care,Portuguese
3346,04dA8b6B7z,Eco Scooter Clean,"Eco Scooter Clean by Melton, Adams and Soto is a eco-friendly; compact product for customers shopping in Shoes & Footwear.",Grimes-Gutierrez,Shoes & Footwear,Dutch
3347,Yego5UczQN,Portable Heater Monitor Max Fast,Portable Heater Monitor Max Fast by Chambers-Andrews is a compact; wireless; rechargeable product for customers shopping in Cycling.,Klein-Mcclain,Cycling,German
3348,z7InSXXe3E,Ultra Fan Sense Clean,"Ultra Fan Sense Clean by Holland, Foley and Gates is a eco-friendly; compact product for customers shopping in Haircare.",Munoz Inc,Haircare,Italian
3349,URxGxjldSE,Automatic Scooter Bicycle Oven,Automatic Scooter Bicycle Oven by Wong-Cooper is a premium; rechargeable; waterproof; wireless product for customers shopping in Haircare.,Reynolds-Garner,Haircare,Dutch
3350,Jv0XYtikgX,Fast Iron Toaster Projector,"Fast Iron Toaster Projector by Harvey, Kim and Drake is a wireless; compact product for customers shopping in Clothing & Apparel.",Morgan-Davila,Clothing & Apparel,Italian
3351,tQxSJCVYiy,Portable Lock Ultra Mini,Portable Lock Ultra Mini by Rocha Inc is a waterproof; wireless; portable product for customers shopping in Fragrances.,Brooks-Ray,Fragrances,Dutch
3352,wBMK0lMgu0,Wireless Heater Rechargeable Compact,"Wireless Heater Rechargeable Compact by Ortega, Glenn and Frye is a lightweight; rechargeable; compact; wireless product for customers shopping in Health & Wellness.",Miller-Petty,Health & Wellness,Dutch
3353,QihRJN1gsY,Digital Tablet Eco,Digital Tablet Eco by Frost PLC is a portable; compact; waterproof product for customers shopping in Bedding & Bath.,Cobb LLC,Bedding & Bath,French
3354,H9NDzsDeON,Toaster Oven,"Toaster Oven by Frey-Duarte is a waterproof; wireless; eco-friendly product for customers shopping in Accessories (Bags, Hats, Belts).",Abbott Ltd,"Accessories (Bags, Hats, Belts)",Dutch
3355,WH24emWBV7,Eco Scale Trimmer Grill,Eco Scale Trimmer Grill by Pineda-Miles is a compact; waterproof; premium; wireless product for customers shopping in Women's Clothing.,English Group,Women's Clothing,French
3356,ZwMP0I1DDP,Rechargeable Shaver,Rechargeable Shaver by Rios-Shepard is a portable; waterproof; compact; rechargeable product for customers shopping in Makeup.,Holloway PLC,Makeup,Dutch
3357,P8HTu8mnw2,Pro Mixer Lamp Plus Automatic Touch,Pro Mixer Lamp Plus Automatic Touch by Coleman-Atkins is a lightweight; rechargeable product for customers shopping in Health & Wellness.,Burgess-Gonzales,Health & Wellness,French
3358,h1zJc3GWSu,Mini Printer Webcam Advanced,Mini Printer Webcam Advanced by Lutz-Carrillo is a compact; premium product for customers shopping in Health & Wellness.,Alvarado-Velasquez,Health & Wellness,German
3359,Vbm16o6z0C,Smart Lock Lamp,Smart Lock Lamp by Beasley and Sons is a rechargeable; waterproof; compact product for customers shopping in Camping & Hiking.,"Wyatt, Moore and Mclaughlin",Camping & Hiking,Italian
3360,qGmSL1hqmH,Eco Webcam Projector Oven Edge Automatic,Eco Webcam Projector Oven Edge Automatic by Byrd PLC is a lightweight; portable; wireless; eco-friendly product for customers shopping in Beauty & Personal Care.,"Perry, Clark and Osborn",Beauty & Personal Care,German
3361,aW3D1jVkhQ,Smart Lock Camera Digital Advanced Clean,Smart Lock Camera Digital Advanced Clean by Yates Group is a portable; wireless product for customers shopping in Health & Wellness.,"Mcmillan, Hebert and Reeves",Health & Wellness,Portuguese
3362,BU6AbwCYc4,Portable Phone Scooter 360,Portable Phone Scooter 360 by Huff-Kramer is a waterproof; eco-friendly; wireless; premium product for customers shopping in Smartwatches.,"Donovan, Ponce and Savage",Smartwatches,Italian
3363,aFK8oO7r1E,Dock,"Dock by Castaneda, Noble and Young is a portable; eco-friendly; compact product for customers shopping in Smartwatches.",Frederick-Wong,Smartwatches,Portuguese
3364,sSRi0oHTed,Eco Lock Charger 360 Max Digital,Eco Lock Charger 360 Max Digital by Carson Ltd is a eco-friendly; lightweight; portable; premium product for customers shopping in Kids' Clothing.,Hobbs Ltd,Kids' Clothing,Spanish
3365,WYCEBxzCzw,Smart Fridge Freezer,"Smart Fridge Freezer by Holloway, Mckee and Humphrey is a rechargeable; eco-friendly; lightweight; waterproof product for customers shopping in Fragrances.",Prince-Ballard,Fragrances,Dutch
3366,wr0sUbqgOR,Rechargeable Printer Rechargeable Sense,"Rechargeable Printer Rechargeable Sense by Stephenson, Hogan and Flores is a eco-friendly; portable; rechargeable; lightweight product for customers shopping in Fragrances.",James-Harding,Fragrances,Spanish
3367,zUZd2DpCZ0,Rechargeable Monitor Brush Monitor Rechargeable Silent Pro,Rechargeable Monitor Brush Monitor Rechargeable Silent Pro by Hahn LLC is a rechargeable; eco-friendly; lightweight product for customers shopping in Home & Kitchen.,Ferrell-Wu,Home & Kitchen,Dutch
3368,hUklHYf50C,Eco Lock Digital Digital,Eco Lock Digital Digital by Knapp-Sparks is a waterproof; lightweight; compact; rechargeable product for customers shopping in Makeup.,"Maldonado, Gregory and Lambert",Makeup,French
3369,rVW3Bww1CZ,Mini Iron Microphone Touch,Mini Iron Microphone Touch by Campbell Ltd is a lightweight; waterproof; premium; rechargeable product for customers shopping in Headphones & Earbuds.,Shields-Wood,Headphones & Earbuds,Spanish
3370,7xRLuEaSW2,Fast Radio Stove Shaver Clean X,Fast Radio Stove Shaver Clean X by Mays LLC is a rechargeable; portable product for customers shopping in Automotive.,Lewis PLC,Automotive,Portuguese
3371,OFMVg2eBis,Fast Heater Toaster Stove Mini Pro Sense,"Fast Heater Toaster Stove Mini Pro Sense by Rosario, Gallagher and Dickerson is a eco-friendly; premium product for customers shopping in Beauty & Personal Care.",Kelly Group,Beauty & Personal Care,French
3372,rnks8vpH8p,Portable Mouse Plus Smart Ultra,"Portable Mouse Plus Smart Ultra by French, Sweeney and Mcclure is a eco-friendly; portable; compact; rechargeable product for customers shopping in Smartwatches.",Delacruz-Duran,Smartwatches,Spanish
3373,Xltcer8AdV,Brush Blender,"Brush Blender by Cooley, Matthews and Zavala is a waterproof; premium product for customers shopping in Furniture.",Dickson and Sons,Furniture,German
3374,QRZOsLZMuf,Ultra Trimmer Cooler,Ultra Trimmer Cooler by Weeks PLC is a compact; premium; portable; waterproof product for customers shopping in Makeup.,Wilkerson-Brandt,Makeup,German
3375,pe8SDj5Evh,Automatic Scale Clock,"Automatic Scale Clock by Gates, Stephens and Fernandez is a premium; waterproof; portable product for customers shopping in Sports & Outdoors.",Lin-Butler,Sports & Outdoors,French
3376,E5r3wR4HAw,Advanced Scale Trimmer Grill Automatic Silent,Advanced Scale Trimmer Grill Automatic Silent by Decker-James is a premium; eco-friendly; wireless; waterproof product for customers shopping in Sports & Outdoors.,Black-Whitehead,Sports & Outdoors,Dutch
3377,8UgPY5lR74,Fan Scooter Headphones,"Fan Scooter Headphones by Dickerson, Black and White is a lightweight; eco-friendly product for customers shopping in Haircare.",Gill Inc,Haircare,Portuguese
3378,ONL8oOFM5N,Smart Light Eco Max,"Smart Light Eco Max by Stark, Ball and Norris is a premium; wireless product for customers shopping in Sports & Outdoors.","Mathis, Kane and Allen",Sports & Outdoors,French
3379,l02aemDCkM,Drone,"Drone by Montoya, Mcclain and Anthony is a eco-friendly; waterproof; portable product for customers shopping in Toys & Games.",Cain-Sherman,Toys & Games,French
3380,xmqWvEWtXL,Advanced Shaver Drone Compact,Advanced Shaver Drone Compact by Gallagher LLC is a rechargeable; premium; compact; portable product for customers shopping in Cleaning Supplies.,Norton Inc,Cleaning Supplies,Spanish
3381,q9aZZNi7CW,Silent Fan Silent Digital,Silent Fan Silent Digital by Atkins Inc is a eco-friendly; waterproof; lightweight; compact product for customers shopping in Beauty & Personal Care.,Huffman-Mcneil,Beauty & Personal Care,German
3382,KKNM23xShb,Eco Lamp Freezer Go Eco Ultra,Eco Lamp Freezer Go Eco Ultra by Green-Le is a lightweight; waterproof; portable; compact product for customers shopping in Automotive.,"Barker, Romero and Kaufman",Automotive,Italian
3383,6EiLCsY4AX,Ultra Toaster Oven Compact,Ultra Toaster Oven Compact by Dunn-Watkins is a eco-friendly; wireless; rechargeable product for customers shopping in Laptops & Computers.,"Davis, Cooley and Flynn",Laptops & Computers,Portuguese
3384,H7kQFpuL8o,Silent Powerbank Prime,"Silent Powerbank Prime by Duarte, Jacobson and Love is a waterproof; lightweight; eco-friendly; rechargeable product for customers shopping in Women's Clothing.",Peters and Sons,Women's Clothing,German
3385,lEZiPjsC9W,Lock,"Lock by Gill, Salas and Pollard is a premium; eco-friendly; portable; rechargeable product for customers shopping in Toys & Games.",Combs Ltd,Toys & Games,Portuguese
3386,eQNRtW7pxh,Grill Phone,Grill Phone by Chambers LLC is a rechargeable; waterproof; wireless product for customers shopping in Cycling.,Lyons-Glass,Cycling,German
3387,ByJ8sLO7lo,Lamp Monitor,Lamp Monitor by James Inc is a waterproof; lightweight product for customers shopping in Kitchen Appliances.,Espinoza-Frost,Kitchen Appliances,Italian
3388,z3es9mSt2R,Rechargeable Treadmill Eco Smart Automatic,"Rechargeable Treadmill Eco Smart Automatic by Walton, Williamson and Henderson is a lightweight; eco-friendly; premium; compact product for customers shopping in Camping & Hiking.",Stokes-Flynn,Camping & Hiking,Dutch
3389,DKtaGHGfAv,Smart Lock Bicycle,"Smart Lock Bicycle by Hoover, Nguyen and Todd is a portable; rechargeable; compact; premium product for customers shopping in Cleaning Supplies.","Silva, Winters and Charles",Cleaning Supplies,Italian
3390,Kxjbt4ezF2,Smart Radio Fast,Smart Radio Fast by Cooley LLC is a lightweight; eco-friendly product for customers shopping in Smartphones.,"Washington, Maddox and Butler",Smartphones,Portuguese
3391,8yyazJpUmJ,Clean Fridge Fan Lamp Sense Max,Clean Fridge Fan Lamp Sense Max by Rivers-Pacheco is a waterproof; eco-friendly product for customers shopping in Laptops & Computers.,Jefferson-Mora,Laptops & Computers,German
3392,RMvlqubm8f,Pro Bicycle,"Pro Bicycle by Montes, Anthony and Walters is a portable; wireless product for customers shopping in Haircare.","Parsons, Heath and Stanton",Haircare,German
3393,Z1bA1taCLO,Smart Charger Tablet Brush,Smart Charger Tablet Brush by Evans LLC is a premium; compact; wireless product for customers shopping in Books & Stationery.,Leach and Sons,Books & Stationery,Italian
3394,Hpq8nwuPKA,Digital Drone Printer Tablet Smart,Digital Drone Printer Tablet Smart by Woodward-Rasmussen is a compact; waterproof; rechargeable; portable product for customers shopping in Sports & Outdoors.,Montoya and Sons,Sports & Outdoors,German
3395,F6RYviCKY8,Ultra Vacuum Printer,"Ultra Vacuum Printer by Rice, Fisher and Chambers is a waterproof; eco-friendly; lightweight; compact product for customers shopping in Fragrances.",Thornton-Rollins,Fragrances,Italian
3396,NPiQXL4jcW,Wireless Drone Thermostat Headphones,Wireless Drone Thermostat Headphones by Marsh-Mercer is a portable; lightweight; wireless; eco-friendly product for customers shopping in Sports & Outdoors.,Banks-Blackburn,Sports & Outdoors,German
3397,t1RDGCoe7R,Advanced Drone Lite Premium Smart,"Advanced Drone Lite Premium Smart by Hansen, Atkins and Sandoval is a lightweight; waterproof; compact product for customers shopping in Cycling.","Morales, Barron and Moyer",Cycling,Spanish
3398,VuYY3tbzHh,Portable Thermostat Microphone Scooter,Portable Thermostat Microphone Scooter by Faulkner and Sons is a rechargeable; compact; lightweight; waterproof product for customers shopping in Home Decor.,"Blevins, Whitehead and Stafford",Home Decor,Dutch
3399,lXADveJPUq,Fast Phone 360 360 X,"Fast Phone 360 360 X by May, Castaneda and Gilmore is a wireless; premium product for customers shopping in Headphones & Earbuds.",Salas Ltd,Headphones & Earbuds,German
3400,vcQRlpaL04,Smart Keyboard Freezer Prime Silent,Smart Keyboard Freezer Prime Silent by Costa-Harrison is a portable; lightweight; wireless; eco-friendly product for customers shopping in Bedding & Bath.,Hester Group,Bedding & Bath,Dutch
3401,UXfyVaRAKm,Smart Charger Radio Mini Go Mini,Smart Charger Radio Mini Go Mini by Wells-Bradford is a wireless; portable; waterproof product for customers shopping in Smartwatches.,Paul Ltd,Smartwatches,French
3402,NoSRivGiIA,Automatic Stove Light Sense Lite Prime,"Automatic Stove Light Sense Lite Prime by Novak, Moran and Rodgers is a portable; waterproof; compact product for customers shopping in Health & Wellness.",Hayes-Arias,Health & Wellness,German
3403,tanwx9OfHH,Pro Microphone Lamp Speaker Silent,Pro Microphone Lamp Speaker Silent by Daniels-Allison is a rechargeable; wireless; waterproof; lightweight product for customers shopping in Clothing & Apparel.,"Choi, Lang and Brandt",Clothing & Apparel,German
3404,p0DGDUxFYq,Portable Scanner Mouse Wireless One,"Portable Scanner Mouse Wireless One by Burnett, Andrews and Mata is a eco-friendly; lightweight; wireless product for customers shopping in Sports & Outdoors.","Gonzales, Perry and Baird",Sports & Outdoors,French
3405,59sMBBgp4o,Thermostat Iron,Thermostat Iron by Weiss-Holden is a wireless; compact; premium product for customers shopping in Furniture.,Mason and Sons,Furniture,Dutch
3406,UNn28IxxDt,Rechargeable Fan Clock Camera,"Rechargeable Fan Clock Camera by Mays, Fleming and Blair is a premium; compact product for customers shopping in Fragrances.",Berg Ltd,Fragrances,French
3407,7zaWLwjV8R,Smart Radio Light Fan One One Automatic,Smart Radio Light Fan One One Automatic by Flynn-Bell is a waterproof; compact product for customers shopping in Shoes & Footwear.,Spence Ltd,Shoes & Footwear,French
3408,d0OpbzR0sK,Clean Charger Bicycle Fan,Clean Charger Bicycle Fan by Costa LLC is a wireless; portable; waterproof product for customers shopping in Skincare.,Castaneda Ltd,Skincare,Dutch
3409,GvB5d0227V,Compact Dock Mixer Router,Compact Dock Mixer Router by York Ltd is a portable; eco-friendly; rechargeable product for customers shopping in Haircare.,Crane-Colon,Haircare,Portuguese
3410,a23jNENWkm,Fast Shaver Wireless 360 Smart,Fast Shaver Wireless 360 Smart by Lee-Pennington is a wireless; compact product for customers shopping in Camping & Hiking.,Cowan Ltd,Camping & Hiking,Dutch
3411,YhcVP7K74y,Eco Bicycle Silent Premium Sense,Eco Bicycle Silent Premium Sense by Mcintosh-Rich is a wireless; rechargeable; waterproof; compact product for customers shopping in Kitchen Appliances.,Berry-York,Kitchen Appliances,French
3412,NhFNKL1bWx,Portable Grill Phone Compact Wireless,"Portable Grill Phone Compact Wireless by Wade, Allen and Griffith is a waterproof; lightweight; rechargeable; eco-friendly product for customers shopping in Books & Stationery.","Smith, Rose and Gonzalez",Books & Stationery,Dutch
3413,pjyXXK81Hc,Cooker,Cooker by Holmes-Kirby is a waterproof; portable product for customers shopping in Furniture.,Roberts-Cordova,Furniture,Spanish
3414,Au2PVkkNUg,Pro Printer Touch Pro Edge,"Pro Printer Touch Pro Edge by Bray, Bentley and Rojas is a rechargeable; lightweight product for customers shopping in Health & Wellness.",Stewart Group,Health & Wellness,German
3415,baGjwy9PjF,Premium Vacuum Router Toaster Clean Automatic,Premium Vacuum Router Toaster Clean Automatic by Cannon Group is a compact; rechargeable; wireless product for customers shopping in Toys & Games.,Barber-Hunter,Toys & Games,Portuguese
3416,7Ldcf6ywGs,Fast Grill Microphone Projector Silent Lite Fast,Fast Grill Microphone Projector Silent Lite Fast by Allison-Briggs is a eco-friendly; compact product for customers shopping in Smartwatches.,Carson Inc,Smartwatches,French
3417,NoZmOfqywG,Automatic Drone Wireless Pro,"Automatic Drone Wireless Pro by Sawyer, Flynn and Mccarthy is a lightweight; waterproof; compact; portable product for customers shopping in Office Supplies.","Gentry, Cohen and Warner",Office Supplies,German
